,Gene name,Log2(Fold Expression)  (ATXN2[Q127] vs. WT),Fold Expression (ATXN2[Q127] vs. WT)
1849,Fam219b,0.185726985,1.137389969
1850,Csk,-0.236993149,0.8485119309999999
1851,Edc3,-0.34584006700000003,0.7868496690000001
1852,Sema7a,-0.6861369009999999,0.621515854
1853,Stoml1,0.196400627,1.145836045
1854,6030419C18Rik,-0.587109685,0.665675195
1855,Nptn,-0.219654739,0.85877093
1856,Neo1,-0.133013099,0.911924885
1857,Adpgk,0.25398483899999996,1.19249634
1858,Arih1,-0.22324264,0.856637869
1859,Hexa,0.168799743,1.124122876
1860,Parp6,-0.134651616,0.91088977
1861,Tle3,-0.43759155299999997,0.738366215
1862,Anp32a,0.12565706699999998,1.091004511
1863,Coro2b,-0.503862202,0.705216335
1864,Fem1b,-0.140306339,0.907326475
1865,Aagab,-0.130731896,0.9133679709999999
1866,Smad3,-0.239769459,0.8468806320000001
1867,Rpl4,0.12414164800000001,1.089859113
1868,Map2k1,-0.151162028,0.9005248370000001
1869,Megf11,-0.234441608,0.8500139309999999
1870,Rab11a,-0.201413155,0.869698256
1871,Dennd4a,-0.256514609,0.837107838
1872,Vwa9,0.20879305899999998,1.155720917
1873,Igdcc4,-0.316551834,0.8029867940000001
1874,Pdcd7,-0.180786312,0.8822220279999999
1875,Mtfmt,0.196637914,1.146024521
1876,Oaz2,0.207834706,1.15495345
1877,Zfp609,-0.230046615,0.852607343
1878,Usp3,-0.30674698899999997,0.808462639
1879,Aph1c,0.289760262,1.222437124
1880,Tpm1,0.21443380399999998,1.1602484770000001
1881,Tln2,-0.230648771,0.852251553
1882,Vps13c,-0.24659135899999998,0.8428855409999999
1883,Rora,-0.646761835,0.638712312
1884,Gtf2a2,0.18292424100000002,1.13518249
1885,Rnf111,-0.239063516,0.847295131
1886,Fam63b,-0.200345948,0.8703418359999999
1887,Adam10,-0.326233059,0.797616379
1888,Tcf12,-0.197616294,0.871990127
1889,Rfx7,-0.289169818,0.8183728459999999
1890,Pygo1,-0.202870026,0.8688204540000001
1891,Unc13c,-0.229779273,0.852765352
1892,Myo5a,-0.384472579,0.766059004
1893,Gnb5,0.18529568600000001,1.1370499920000001
1894,Mapk6,0.200474665,1.1490763529999999
1895,Tmod3,0.27023598600000004,1.206005081
1896,Tmod2,-0.191944003,0.875425308
1897,Gclc,0.085346378,1.060942434
1898,Mto1,0.128932551,1.093484333
1899,Eef1a1,0.19021835899999998,1.1409363890000002
1900,Gm26377,0.24785938899999999,1.1874439270000001
1901,Tmem30a,-0.18236893399999998,0.88125477
1902,Filip1,0.576646149,1.49137819
1903,Myo6,-0.19046860899999998,0.876321033
1904,Htr1b,-0.827294469,0.563585161
1905,Phip,-0.24711524,0.8425795229999999
1906,Hmgn3,0.306577444,1.236770184
1907,Elovl4,-0.133094877,0.911873195
1908,Ibtk,-0.230168715,0.8525351870000001
1909,Ube2cbp,-0.21137788899999999,0.863711923
1910,Dopey1,-0.11102248699999999,0.92593159
1911,Rwdd2a,0.314450592,1.2435379979999999
1912,Me1,-0.245002314,0.843814442
1913,Prss35,0.669688046,1.5907289669999998
1914,Snap91,-0.23670560100000002,0.848681067
1915,Syncrip,-0.35859590799999996,0.779923265
1916,Tmed3,0.19538052399999997,1.1450261320000001
1917,Ankrd34c,1.22332406,2.3348406
1918,Ctsh,0.313087314,1.242363469
1919,Gm5620,0.47564846299999997,1.390543101
1920,Zic1,-0.148287788,0.902320715
1921,Plod2,0.26564848399999996,1.2021763
1922,1190002N15Rik,-0.219507113,0.85885881
1923,Chst2,-0.29946401699999997,0.812554216
1924,Paqr9,-0.204968542,0.867557604
1925,Pcolce2,0.35556832,1.27948951
1926,Pls1,-0.323656589,0.799042093
1927,Atr,-0.140833035,0.906995291
1928,Atp1b3,-0.130470812,0.913533277
1929,Rasa2,-0.272841573,0.8276877020000001
1930,Clstn2,-0.671210647,0.627979493
1931,Rbp1,0.481795043,1.3964801269999998
1932,Faim,0.211422637,1.157829353
1933,Pik3cb,-0.202937335,0.8687799209999999
1934,Mras,0.17421519800000002,1.1283504340000001
1935,Nck1,-0.177014858,0.884531326
1936,Stag1,-0.145764381,0.9039003390000001
1937,Pccb,0.165770367,1.121764915
1938,Msl2,-0.38454353799999996,0.766021326
1939,Srprb,0.18618677600000003,1.137752515
1940,Dnajc13,-0.190078601,0.876557963
1941,Acpp,0.8828668590000001,1.844036049
1942,Cpne4,0.6872701640000001,1.610233785
1943,Mrpl3,0.164721489,1.120949659
1944,Atp2c1,-0.24038837899999999,0.846517396
1945,Col6a4,1.25710237,2.3901520030000003
1946,Ppm1m,0.328436881,1.255652174
1947,Twf2,0.206285357,1.153713781
1948,Abhd14a,0.29232931100000004,1.224615893
1949,Abhd14b,0.26037636399999997,1.197791138
1950,Rrp9,0.197745845,1.14690496
1951,Dock3,-0.340625554,0.7896988229999999
1952,Cacna2d2,-0.8333000540000001,0.56124397
1953,Nprl2,0.22758731199999999,1.1708752009999999
1954,Tusc2,0.140011415,1.101913834
1955,Slc38a3,0.22639985399999998,1.169911869
1956,Rbm5,0.17512075600000002,1.129058905
1957,Camkv,1.047444105,2.066864921
1958,Bsn,-0.8631302120000001,0.5497584529999999
1959,Amt,0.17149673399999998,1.12622629
1960,Gpx1,0.259820938,1.197330087
1961,Usp19,-0.202086732,0.869292298
1962,Slc25a20,0.22353415199999999,1.167590317
1963,Shisa5,0.219956487,1.164698458
1964,Trex1,0.242210165,1.1828032929999999
1965,Atrip,0.173417971,1.127727084
1966,Plxnb1,-0.36595401200000005,0.7759555890000001
1967,3000002C10Rik,0.278915346,1.213282365
1968,Map4,-0.216210961,0.860823303
1969,Smarcc1,-0.155114695,0.898060973
1970,Scap,-0.266189635,0.8315127929999999
1971,Setd2,-0.1675971,0.890324338
1972,Pth1r,0.348640323,1.273359975
1973,Tmie,0.56673789,1.4811706740000001
1974,Als2cl,0.25891900100000004,1.19658178
1975,Lrrfip2,0.121622138,1.087957453
1976,Epm2aip1,-0.198147774,0.871668951
1977,Trank1,0.20166766600000002,1.150026947
1978,Stac,-1.223953247,0.42810801600000004
1979,Pdcd6ip,-0.39608404,0.75991816
1980,Clasp2,0.12175636,1.088058677
1981,Fbxl2,0.335251808,1.261597589
1982,Cnot10,0.153332099,1.112135135
1983,Gpd1l,0.141146317,1.1027810009999999
1984,Stt3b,-0.283874571,0.8213821090000001
1985,Itga9,-0.247154951,0.8425563309999999
1986,Vill,0.79730463,1.737851285
1987,Plcd1,0.403971553,1.32314535
1988,Acvr2b,-0.373826504,0.771732889
1989,Scn5a,1.139193058,2.20257792
1990,Ttc21a,0.564659417,1.479038305
1991,Rpl14,0.41419783200000004,1.332557542
1992,Trak1,-0.38015729200000004,0.768353815
1993,Cck,-0.41869065200000005,0.748103273
1994,Sec22c,-0.44834703200000003,0.732882067
1995,Fam198a,0.41416400700000006,1.332526299
1996,Snrk,-0.25414755899999997,0.83848242
1997,Tcaim,0.14079017900000002,1.102508806
1998,Zkscan7,0.321380377,1.249525529
1999,Zfp105,0.17557306600000003,1.12941294
2000,Tmem158,-0.42800194,0.7432904929999999
2001,2010315B03Rik,-0.27090022,0.828802224
2002,Nudt10,-0.283520103,0.821583947
2003,Syp,0.165345028,1.121434243
2004,Wdr45,0.187850013,1.139064951
2005,Praf2,0.272471547,1.207875323
2006,Ccdc120,0.241247997,1.1820147159999999
2007,Pqbp1,0.23552446100000002,1.177334654
2008,Lancl3,-0.320774794,0.8006397820000001
2009,Xk,-0.554386914,0.680946371
2010,Med14,-0.336778641,0.791807347
2011,Usp9x,-0.25693956,0.8368613009999999
2012,Cask,-0.10847620699999999,0.927567253
2013,Maob,0.197508782,1.146716517
2014,Ndp,-0.305745482,0.809024062
2015,Gm14636,-0.601533711,0.659052952
2016,Chst7,-0.439965039,0.737152472
2017,Slc9a7,-0.130771503,0.913342896
2018,Cdk16,-0.257846415,0.836335429
2019,Usp11,0.194528058,1.144349754
2020,Syn1,-0.503072858,0.705602287
2021,Cfp,-0.34288340799999995,0.7884638909999999
2022,Zcchc12,0.692703664,1.6163097069999999
2023,Lonrf3,-0.238913044,0.847383508
2024,Ube2a,-0.20738342399999998,0.8661066409999999
2025,Zbtb33,-0.533250809,0.690995965
2026,Tmem255a,0.164055496,1.120432313
2027,Cul4b,-0.163993925,0.89255073
2028,Gria3,-0.63804704,0.6425822170000001
2029,Gm22413,-0.6678524610000001,0.6294429539999999
2030,Xiap,-0.20458902399999998,0.867785855
2031,Tenm1,-0.303714365,0.81016386
2032,Dcaf12l2,0.767516792,1.702337149
2033,Dcaf12l1,-0.23969480399999998,0.8469244570000001
2034,Ocrl,-0.121792413,0.9190451140000001
2035,Zdhhc9,-0.289058208,0.8184361590000001
2036,Bcorl1,-0.35381937,0.782509748
2037,Rab33a,0.195242465,1.144916563
2038,Igsf1,0.724720657,1.6525806230000002
2039,6720401G13Rik,0.250042081,1.189241803
2040,Hs6st2,-0.216982171,0.860363263
2041,Gpc3,0.588093519,1.50325892
2042,Cxx1c,0.20824948,1.155285546
2043,Cxx1a,0.267523676,1.203739886
2044,6330419J24Rik,0.246924445,1.186674649
2045,Slc9a6,-0.3989636,0.758402907
2046,Arhgef6,0.207775325,1.154905913
2047,Rbmx,0.17923677,1.132284713
2048,Gpr101,0.699132621,1.6235283999999999
2049,C230004F18Rik,-0.309945077,0.8066724690000001
2050,Slitrk4,-0.441797912,0.7362165509999999
2051,Fmr1,-0.25128746,0.840146334
2052,Aff2,-0.214887142,0.861613559
2053,Ids,-0.38038834899999996,0.768230768
2054,BC023829,-0.16123284400000001,0.894260561
2055,Mamld1,-0.375062138,0.771072201
2056,Mtm1,-0.198556378,0.8714221090000001
2057,Vma21,-0.40280181200000004,0.756387899
