Gene name,Log2(Fold Expression)  (ATXN2[Q127] vs. WT),Fold Expression (ATXN2[Q127] vs. WT)
Gm973,0.543083191,1.457083132
Bmpr2,-0.435891092,0.739237018
Fam117b,-0.313580334,0.804642399
Nbeal1,-0.252510428,0.839434447
Raph1,-0.564021885,0.676413854
Ino80d,-0.351273686,0.783891732
Adam23,-0.632734716,0.644952709
Fastkd2,-0.158554584,0.895922234
Mettl21a,0.219477981,1.16431222
Plekhm3,-0.24179624,0.845691721
D630023F18Rik,0.713421345,1.639688023
Pikfyve,-0.090280116,0.939340348
Unc80,-0.338894784,0.790646776
Rpe,-0.214871213,0.861623072
Lancl1,-0.384104759,0.766254338
Vwc2l,0.815351129,1.759726389
NA,0.221304148,1.165786943
Tmem169,0.204413056,1.152217485
Xrcc5,0.187688008,1.138937048
March4,-0.220121354,0.85849322
Igfbp2,0.557907999,1.47213298
Igfbp5,-0.892227769,0.538781504
Aamp,0.204623938,1.152385919
Zfp142,-0.260418564,0.834845673
Rnf25,0.240054026,1.181036888
Ttll4,-0.169728681,0.889009856
Cdk5r2,-0.324436039,0.798610509
Ccdc108,0.632698357,1.550462204
Zfand2b,0.197749779,1.146908087
Atg9a,-0.184031382,0.880239866
Resp18,0.53869468,1.452657588
Scg2,0.293837845,1.225897065
Cul3,-0.228173897,0.853714805
Nyap2,-0.275586277,0.826114536
Irs1,-0.321160078,0.800425992
Agfg1,-0.213475809,0.862456855
Pid1,0.283562332,1.217196704
Dner,-1.210785031,0.432033464
Trip12,-0.184156924,0.880163271
Itm2c,0.348241806,1.273008283
2810459M11Rik,0.237081468,1.178605961
Ptma,0.182611287,1.134936269
Pde6d,0.212683365,1.158841587
Nppc,0.516095698,1.430079844
Ecel1,1.24662149,2.372850964
Efhd1,0.194497824,1.144325772
Ngef,0.391841501,1.312067099
Gm25395,-0.292560607,0.81645167
Ugt1a10,0.668535054,1.589458175
Ugt1a9,0.658925235,1.578905948
Ugt1a7c,0.607012391,1.523101821
Ugt1a6b,0.680985749,1.603234822
Ugt1a6a,0.670602679,1.59173777
Ugt1a5,0.707665503,1.633159281
Ugt1a2,0.653963327,1.573484893
Ugt1a1,0.706130266,1.631422287
Agap1,-0.34097001,0.789510299
Lrrfip1,-0.329142869,0.796009267
Scly,0.198436216,1.147453918
Hes6,0.197462022,1.14667935
Hdac4,-0.292336017,0.81657878
Ndufa10,0.207387075,1.154595154
NA,0.265645832,1.20217409
Rnpepl1,-0.262836039,0.833447922
Kif1a,-0.339481384,0.790325365
Hdlbp,-0.140496537,0.907206865
Bok,-0.375870168,0.770640457
Ing5,0.161391258,1.11836511
Cntnap5b,-1.033097267,0.488659936
Rnf152,-0.681233883,0.623631678
Zcchc2,-0.236904636,0.848563991
Phlpp1,-0.432242215,0.741109069
Bcl2,-0.258715332,0.835831867
Kdsr,-0.151492372,0.900318661
Tsn,0.10719572,1.077132493
Clasp1,-0.209132418,0.865057287
Gli2,-0.447179466,0.733475424
Ralb,0.24497211,1.185069861
Epb4.1l5,-0.167703405,0.890258737
Ptpn4,-0.281888425,0.822513678
Insig2,-0.193329111,0.87458523
Dpp10,-0.532826781,0.691199088
Actr3,-0.183803737,0.880378771
Slc35f5,-0.213699847,0.862322933
Lypd1,0.379602641,1.300983478
Mgat5,-0.321360499,0.800314804
Ubxn4,0.129366279,1.093813125
Yod1,-0.159251973,0.895489255
Mapkapk2,-0.144751802,0.904534978
Dyrk3,-0.364732116,0.776613065
Srgap2,-0.460153341,0.726908993
Mfsd4,-0.234902918,0.849742178
Rbbp5,0.111460358,1.080321231
Nfasc,-0.444814026,0.734679016
Lrrn2,-0.871536851,0.546564305
Ppp1r15b,-0.240936592,0.846195787
Plekha6,-0.444307923,0.734936789
Etnk2,0.599923253,1.515635937
Btg2,0.586828411,1.50194128
Cyb5r1,0.250101626,1.189290888
Adipor1,0.11484696,1.08286017
Kdm5b,-0.267051816,0.831016014
Syt2,-0.401023626,0.757320756
Lgr6,-0.703854501,0.613929755
Gm4204,0.790266991,1.729394481
Shisa4,0.339938492,1.26570263
Nav1,-0.521540642,0.696627513
Csrp1,0.14307113,1.104253289
Kif21b,-0.308177799,0.807661235
Camsap2,-0.115105845,0.923314568
Lhx9,0.869974971,1.827631193
Zbtb41,-0.144115895,0.904933765
Kcnt2,0.490748823,1.405174034
Cdc73,-0.468480527,0.722725385
Cdc73,-0.470138848,0.721895118
Glrx2,-0.154372215,0.898523278
Trove2,-0.239762902,0.846884481
Hmcn1,-0.743565738,0.597261347
Fam129a,0.311583251,1.241068934
Colgalt2,0.465757012,1.381041825
Arpc5,0.189054325,1.1400162
Nmnat2,-0.170864716,0.88831009
Lamc2,1.011656404,2.016224663
Dhx9,-0.517916977,0.698379455
Rgs8,-1.505245566,0.352270222
Glul,0.237558931,1.178996088
Mr1,0.310896009,1.24047788
BC034090,0.331191629,1.258052064
Tor1aip1,-0.129419625,0.914199145
Abl2,-0.374021918,0.771628365
Fam20b,0.105862908,1.07613786
Ralgps2,-0.183507591,0.880559507
Rasal2,-0.184389055,0.880021664
Astn1,-0.378293306,0.769347183
Tnr,-0.327344269,0.797002266
4930523C07Rik,-0.44448638,0.734845886
Mrps14,-0.26448071,0.832498334
Rabgap1l,-0.158882856,0.895718397
Rc3h1,-0.286791027,0.819723335
Zbtb37,-0.217429593,0.86009648
Gas5,0.204984248,1.152673761
Gm22357,0.383510292,1.304512069
Gm23212,0.343027443,1.268415527
Klhl20,0.126367748,1.091542079
Ankrd45,0.387634933,1.308246984
Prdx6,0.215160772,1.160833269
Suco,-0.176985502,0.884549324
Dnm3,-0.437220722,0.738556029
Prrc2c,-0.356660753,0.780970114
Fmo1,0.456428289,1.372140572
Kifap3,-0.261438638,0.834255595
BC055324,-0.365223587,0.776348548
Ccdc181,0.178094178,1.131388317
Atp1b1,-0.164844498,0.892024662
Gpr161,0.579265714,1.494088611
Mpzl1,-0.360517353,0.77888522
Creg1,-0.31437251,0.804200696
Pou2f1,-0.252635449,0.839361706
Pogk,-0.554599524,0.680846027
Fam78b,-0.653465748,0.63575123
Rgs4,0.719541311,1.646658415
Uhmk1,-0.270903856,0.828800136
Nos1ap,-0.499909133,0.707151319
Olfml2b,0.396410763,1.316229228
Fcgr3,0.405840755,1.32486077
Fcer1g,0.549107432,1.463180174
Adamts4,-0.229268357,0.853067403
Nit1,0.24867326,1.188113992
Klhdc9,0.331990212,1.258748634
Usf1,0.203940779,1.15184036
Cd84,0.550885379,1.464984478
Pex19,0.166436404,1.122282911
Dcaf8,0.114633754,1.082700154
Kcnj10,-0.440688699,0.736782807
Tagln2,0.349215388,1.273867644
Darc,-0.432442695,0.74100609
Cadm3,-0.172583029,0.887252704
Fmn2,-0.381740928,0.767510862
Grem2,0.656777382,1.576557055
Opn3,-1.87967968,0.271744044
Chml,-0.448890805,0.732605885
Pld5,-0.209741354,0.864692239
Gm16586,-0.273233384,0.827462947
Hnrnpu,-0.186937869,0.8784683
Kif26b,-0.425051659,0.744812061
Cnst,-0.10201133,0.931733112
Gm1305,-0.362824142,0.777640821
Cdc42bpa,-0.340595275,0.789715398
6330403A02Rik,0.401897639,1.321244658
Parp1,-0.185835332,0.8791399
Ephx1,0.352862865,1.27709236
Wdr26,-0.419642866,0.74760967
Enah,-0.298227221,0.813251103
Susd4,-0.187625244,0.878049851
Brox,0.132902309,1.096497338
Dusp10,-0.340444893,0.78979772
C130074G19Rik,0.473249733,1.388233004
Mark1,-0.14074263,0.907052128
Bpnt1,0.216325775,1.161771042
NA,0.39560461,1.315493947
Esrrg,-0.316260934,0.803148722
Cenpf,-0.495607823,0.709262795
Rps6kc1,-0.096161187,0.93551897
Nenf,0.190635204,1.141266093
Dtl,0.823720396,1.769964464
Ints7,0.213395596,1.159413826
Lpgat1,-0.415830582,0.749587821
Nek2,-0.943557382,0.519949213
Rcor3,-0.290008754,0.817897096
Syt14,-0.159584939,0.895282605
Cd34,0.221620113,1.16604229
Cul2,-0.174152896,0.886287766
Svil,-0.801113486,0.57390606
Kif5b,-0.144710705,0.904560746
Usp14,-0.131946161,0.912599544
Snrpd1,0.17762351,1.13101927
Mib1,-0.333610386,0.79354812
Npc1,-0.18070665,0.882270743
Ankrd29,-0.178512439,0.88361362
Zfp521,-0.19791165,0.871811627
Ss18,0.168112189,1.123587273
Kctd1,-0.208040342,0.865712357
B4galt6,-0.408370942,0.753473699
Trappc8,-0.1535905,0.899010269
Asxl3,-0.275253803,0.82630494
Nol4,-0.285607308,0.820396187
Dtna,-0.113828875,0.924132182
Mapre2,-0.249307543,0.841300121
Zfp35,-0.218341947,0.859552731
Ino80c,0.198083788,1.147173647
Rprd1a,-0.133379743,0.91169316
Fhod3,-0.217148647,0.86026399
Ammecr1l,-0.177603498,0.884170498
Wdr33,-0.212513804,0.863032142
Lims2,0.331396222,1.258230485
Map3k2,-0.13322255,0.911792502
Nrep,0.193669364,1.143668838
Gm10548,0.91263634,1.882482352
Apc,-0.261904359,0.83398633
Fam13b,-0.288306773,0.818862558
Cdc23,0.113786221,1.082064292
Fam53c,-0.227638334,0.854031783
Kdm3b,-0.288136333,0.818959303
NA,0.225359142,1.169068238
Spata24,0.475775331,1.390665389
Dnajc18,0.18261604,1.134940008
Ube2d2a,-0.228628576,0.853445791
Psd2,-0.50493449,0.704692376
Pura,-0.499199718,0.707499131
Cystm1,-0.245833397,0.843328493
Hbegf,-0.201892078,0.869409595
Sra1,0.162741587,1.119412363
Apbb3,0.275410205,1.210338179
Ik,0.185241744,1.137007479
Hars,0.197013423,1.146322851
Pcdha2,-0.467976719,0.722977814
Pcdhb2,-0.393773794,0.761136023
Pcdhb16,-0.228781223,0.853355495
Pcdhb18,-0.213253751,0.862589613
Pcdhb19,-0.239068955,0.847291937
Pcdhb20,-0.267685533,0.830651063
Pcdhga9,-0.324580789,0.798530386
Diap1,-0.348245621,0.785538766
Hdac3,0.185683891,1.137355995
Pcdh1,-0.607269168,0.656438078
Spry4,-0.697957158,0.616444468
Arhgap26,-0.945280492,0.519328573
Yipf5,-0.158270434,0.89609871
Rbm27,-0.192755327,0.874933136
Dcp2,-0.236017659,0.849085853
Mcc,-0.310969263,0.806100005
Ccdc112,-0.444218904,0.734982139
Fem1c,-0.55655992,0.679921493
Cdo1,0.351705998,1.276068697
Ap3s1,-0.298046499,0.813352983
Sema6a,-0.409995764,0.752625583
Dmxl1,-0.203664005,0.868342436
Snx24,0.224730209,1.168558702
Csnk1g3,-0.132065445,0.912524093
Zfp608,-0.196201667,0.872845572
Phax,0.203948557,1.15184657
Megf10,-0.498332262,0.707924661
Prrc1,-0.298832357,0.812910058
Slc12a2,-0.323120534,0.799339044
Adamts19,1.229002714,2.344048977
Chsy3,0.662597656,1.582930217
Dctn4,0.10182029,1.073126604
Rbm22,0.135704488,1.098629158
Ndst1,-0.282218903,0.822325286
Tcof1,-0.375650942,0.770757569
Hmgxb3,-0.145824373,0.903862752
Arhgef37,-0.390566617,0.762829945
Csnk1a1,-0.095532395,0.9359268
Pcyox1l,-0.326114237,0.797682074
Wdr7,-0.207574353,0.865992027
Nars,0.169320047,1.124528361
Nedd4l,-0.322003216,0.799958345
Malt1,0.157683998,1.115494962
Grp,0.777282774,1.713899808
Gnal,-0.316626966,0.802944977
NA,0.192328066,1.142606043
Cidea,0.328931004,1.256082308
Spire1,-0.279176354,0.824061346
Cep76,-1.372056484,0.386340149
Ldlrad4,-0.215954125,0.860976565
Tcf4,-0.155712038,0.897689211
Smad4,-0.205773696,0.867073564
Dym,-0.266919166,0.831092426
Smad7,-0.190422505,0.876349038
Zbtb7c,0.584014118,1.499014271
Skor2,-0.770388842,0.586259442
Hdhd2,0.139545545,1.101558066
Pias2,-0.12339288,0.918026128
St8sia5,-0.268839657,0.829986826
Rnf165,-0.643715501,0.640062415
8030462N17Rik,-0.153460354,0.899091373
Atp5a1,0.125980422,1.091249068
Epg5,-0.199303761,0.870970789
Setbp1,-0.167980179,0.890087962
Adnp2,-0.179450169,0.883039471
Pqlc1,-0.212781206,0.862872195
Galr1,0.974805236,1.965375853
Zadh2,-0.411405951,0.751890276
Zfp407,-0.159600809,0.895272757
Cbln2,1.844468594,3.591206453
Rpp38,0.231064841,1.173700928
Hspa14,-0.193954736,0.874206048
Hspa14,-0.171580374,0.887869548
Fam107b,-1.876878738,0.272272138
Frmd4a,-0.249295205,0.841307316
Sephs1,0.125848636,1.09114939
Phyh,0.169125035,1.124376367
Optn,0.165265441,1.12137238
Ccdc3,0.378962159,1.300406037
Camk1d,-0.290967643,0.81735366
Upf2,-0.230323598,0.852443666
Usp6nl,-0.350690603,0.784208615
Celf2,-0.577624559,0.670066154
Kin,0.163256764,1.11981217
Pfkfb3,-0.345005214,0.787305131
Rbm17,0.181673437,1.134198723
Ankrd16,0.23092404,1.173586386
Vim,0.176733106,1.130321442
Slc39a12,0.234197795,1.176252505
Cacnb2,-0.514305651,0.700129814
Arl5b,-0.195438892,0.873307181
Plxdc2,-0.226351649,0.854793801
Msrb2,0.288484246,1.221356396
Etl4,-0.830214441,0.562445635
Arhgap21,-0.215635329,0.861166838
Gpr158,-0.402317792,0.756641708
Abi1,0.120110393,1.086818021
Nxph2,2.238228083,4.718172229
Spopl,-0.277281225,0.825144547
Gm13410,-1.183429718,0.44030352
Pax8,1.423203588,2.681803602
Cacna1b,-0.347126991,0.78614809
Zmynd19,-0.172012404,0.887603706
Tor4a,-0.503989935,0.7051539
Tubb4b,0.215761319,1.161316586
Tprn,-0.285699844,0.820343568
Anapc2,-0.218152553,0.859665579
Abca2,-0.40815556,0.753586194
BC029214,0.167025372,1.122741167
Camsap1,-0.219256371,0.859008093
Nacc2,-0.277881145,0.824801496
Card9,0.475897789,1.390783435
Sdccag3,0.183318973,1.135493126
Pmpca,0.070805341,1.05030282
Sec16a,-0.288872033,0.818541783
Notch1,-0.42617926,0.744230149
Gm20532,-0.321054518,0.80048456
Fam69b,-0.357818037,0.780343896
NA,0.271599412,1.207145361
Surf6,0.181002811,1.133671621
Surf1,0.204179794,1.152031203
Surf2,0.276565611,1.211307886
Rexo4,0.153357238,1.112154513
Col5a1,-0.906626999,0.533430788
Mrps2,0.130193755,1.094440676
Setx,-0.140629247,0.907123417
Rapgef1,-0.260999799,0.834509398
Trub2,0.166666582,1.122461983
Gle1,0.164679393,1.120916952
Sptan1,-0.137322515,0.909204976
Zer1,-0.236517847,0.848791523
Endog,0.247146398,1.186857228
Nup188,-0.232947871,0.850894474
Fam73b,-0.191918805,0.875440598
Ptges,0.389875978,1.31028076
Tor1b,0.146900296,1.107188065
BC005624,0.254884183,1.193239948
Fnbp1,-0.208014876,0.865727639
Ncs1,-0.247302398,0.842470224
Exosc2,0.235702395,1.17747987
Nup214,-0.356331885,0.78114816
Prrc2b,-0.564858079,0.676021915
Swi5,0.193810895,1.143781039
Dnm1,-0.380373895,0.768238465
Fam102a,-0.243750051,0.844547194
Dpm2,0.147553727,1.10768965
St6galnac6,-0.191356942,0.875781608
Ak1,0.163016394,1.119625611
6330409D20Rik,0.666271031,1.586965793
Stxbp1,-0.413093001,0.751011549
Garnl3,-0.967391312,0.511429997
Zbtb34,-0.528331876,0.693355967
Mvb12b,-0.240235254,0.846607248
Pbx3,-0.161387533,0.894164681
Gapvd1,-0.12910147,0.914400774
Fbxw2,0.102752082,1.073819927
Traf1,-0.433556288,0.74043434
Rab14,-0.226617396,0.854636361
Ggta1,0.323748767,1.251578488
Ndufa8,0.188911498,1.139903343
Rc3h2,-0.213612527,0.862375127
Strbp,-0.200794026,0.870071564
Gpr21,-0.323752224,0.798989127
Lhx2,2.258802891,4.785941926
Scai,-0.169102907,0.889395551
Arhgap15,0.490721554,1.405147474
Gm13476,0.333187044,1.2597933
Acvr2a,-0.204472199,0.867856129
Orc4,-0.246277824,0.843068742
Kif5c,-0.225169852,0.8554943
Lypd6b,0.812535405,1.756295261
Rbm43,0.303393066,1.234043342
Cacnb4,-0.295682698,0.814686723
Stam2,0.132936597,1.096523398
Fmnl2,-0.248495519,0.841773782
Galnt13,-0.365234941,0.776342438
Kcnj3,-0.228463203,0.853543625
Nr4a2,-0.643174827,0.640302334
Acvr1c,-0.508589625,0.702909264
Acvr1,-0.567277789,0.674889031
Pkp4,-0.122801825,0.918402309
Tanc1,-0.223459214,0.856509282
Wdsub1,0.188366622,1.139472907
Ly75,0.466666698,1.38191291
Fign,-0.421486855,0.746654719
Scn2a1,-0.133074388,0.911886146
B3galt1,-0.438952416,0.737670058
Cers6,-0.230729401,0.852203924
Nostrin,0.333024412,1.259651295
Ppig,-0.215916976,0.860998735
Ubr3,-0.300497293,0.811972463
Sp5,-0.596564651,0.661326835
Gad1,-0.471353054,0.721287809
Tlk1,-0.266223252,0.831493418
Dync1i2,0.118674636,1.085736968
Zak,0.512251914,1.426274742
Ola1,0.189373583,1.140268504
Wipf1,-0.379881561,0.768500679
Chn1,-0.204322353,0.867946274
Atf2,-0.095738113,0.935793354
Evx2,0.812064171,1.755721688
Hnrnpa3,-0.502154708,0.706051484
Nfe2l2,0.220326647,1.164997329
Agps,-0.154153302,0.898659629
Pde11a,0.90082103,1.867128254
Osbpl6,-0.234422311,0.850025301
Sestd1,-0.551940143,0.682102217
Zfp385b,-0.282592118,0.822112584
Itga4,0.327026844,1.254425545
Nckap1,-0.319190472,0.801519501
Zfp804a,-0.265320688,0.832013771
Itgav,-0.554276943,0.680998279
Ctnnd1,0.09785556,1.070181549
Tmx2,0.15613538,1.11429821
Med19,0.117271125,1.084681234
Zdhhc5,-0.12048021,0.919881412
Ypel4,0.243727744,1.184048145
Slc43a3,0.657125413,1.576937425
Nup160,-0.247814104,0.842171463
Fnbp4,0.194645599,1.144442991
Celf1,-0.171711415,0.887788906
Psmc3,0.18740961,1.138717287
Madd,-0.366762787,0.77552071
Ddb2,0.275404513,1.210333403
Pacsin3,0.204154775,1.152011225
1110051M20Rik,0.192844152,1.143014854
Zfp408,0.210356876,1.156974347
Ambra1,-0.158757612,0.895796161
Mdk,0.357213587,1.280949488
Dgkz,-0.758948505,0.590926865
Phf21a,-0.167158693,0.890594932
Cry2,-0.242110267,0.845507662
Slc35c1,-0.495680839,0.7092269
Prdm11,-0.336207986,0.792120607
Ttc17,-0.167156354,0.890596376
Lrrc4c,0.208628684,1.155589247
Trim44,-0.157579839,0.89652776
Pamr1,0.384108275,1.305052889
Apip,-0.171724498,0.887780855
Cat,0.270503163,1.206228446
Caprin1,-0.108619727,0.927474983
D430041D05Rik,-0.336813927,0.791787981
Hipk3,-0.325315058,0.798124072
Cstf3,-0.239873007,0.84681985
Tcp11l1,-0.44686839,0.733633595
Qser1,-0.248576626,0.841726459
Dnajc24,-0.24472636,0.84397586
Mettl15,-0.270705134,0.828914305
Kif18a,-0.328082591,0.796594492
Bdnf,-0.402172953,0.756717674
Lgr4,-0.343941718,0.787885714
Ano3,-0.197407588,0.872116282
Slc12a6,-0.135209098,0.910537854
Katnbl1,-0.173789233,0.886511202
Emc7,-0.121526472,0.919214543
Ryr3,0.479180127,1.393951269
A530058N18Rik,-0.391321033,0.762431149
Meis2,0.91185993,1.881469535
G630016G05Rik,1.610610008,3.053809373
Spred1,-0.480531365,0.7167136
Fam98b,-0.39897719,0.758395763
Gpr176,-0.250964999,0.840334139
Bmf,0.335310727,1.261649113
Disp2,-0.423175961,0.745781047
Bahd1,-0.28225702,0.82230356
Ccdc32,0.188802302,1.139817068
Rmdn3,-0.564450145,0.676213093
Gchfr,-2.746278524,0.149034834
Dnajc17,0.293040097,1.225219384
Zfyve19,0.150923193,1.110279722
Rhov,0.492760479,1.407134739
Dll4,0.401781976,1.321138737
Chac1,0.841333508,1.791705482
1700020I14Rik,-0.24002324,0.846731672
Itpka,-0.985987306,0.504880091
Zfp106,-0.262391597,0.833704717
Cdan1,-0.121690728,0.919109893
Ttbk2,-0.216808483,0.86046685
Ubr1,-0.227809444,0.853930497
Map1a,-0.602606297,0.658563155
Ckmt1,0.166561171,1.122379973
Catsper2,0.254662871,1.193056917
Pdia3,-0.270764053,0.828880454
Hypk,0.228106007,1.171296243
Frmd5,-0.200474173,0.870264485
Shc4,-0.620042801,0.650651624
Eid1,0.203697383,1.15164605
NA,0.226130784,1.169693695
Hdc,-0.746128261,0.596201429
Ncaph,0.586383939,1.501478627
Mrps5,0.144504845,1.105351215
Mal,0.298727006,1.230058565
Nphp1,0.296420664,1.228093721
Anapc1,-0.134749755,0.910827809
Gm14022,0.721510231,1.648907228
Slc20a1,-0.516583622,0.699025204
Stk35,-0.256735861,0.836979469
Nop56,0.181484431,1.134050142
Idh3b,0.143267483,1.10440359
Ebf4,0.494446516,1.408780179
Vps16,0.11796736,1.085204819
Mrps26,0.155299827,1.113653039
Lzts3,0.279840887,1.214060979
Ddrgk1,0.276211858,1.211010906
Atrn,-0.118219987,0.921323689
Adam33,1.168107271,2.247166887
1700037H04Rik,-0.360538751,0.778873668
Pank2,-0.094637096,0.936507793
Gm14233,-0.54463923,0.685562818
Prnp,0.218635842,1.163632779
Rassf2,-0.158142596,0.896178117
Slc23a2,-0.209231824,0.864997685
Tmem230,0.17663452,1.130244205
Cds2,-0.10198915,0.931747437
Prokr2,1.187541127,2.277642198
Trmt6,0.128129467,1.092875809
9630028H03Rik,-1.203968167,0.434079692
Plcb4,-0.164219961,0.8924109
Lamp5,1.215322375,2.321926613
Btbd3,-0.276651353,0.825504879
Dstn,0.157204151,1.115124005
Rrbp1,-0.228011698,0.853810792
Dzank1,-0.331857473,0.794512888
Slc24a3,-0.318649292,0.801820222
Ralgapa2,-0.263001621,0.833352271
Xrn2,0.104264021,1.074945876
Cst3,0.215914771,1.161440116
Syndig1,-0.459755778,0.727109334
Zfp937,-0.408148259,0.753590008
Pygb,0.157527626,1.115374061
Ninl,-0.359661371,0.779347487
Nsfl1c,0.1691899,1.124426921
Fkbp1a,-0.176685676,0.884733174
Snph,-0.361780107,0.77820378
BC052486,-0.380306691,0.768274252
Srxn1,0.130589426,1.094740876
Tbc1d20,0.12534824,1.090770993
Trib3,0.968477786,1.956774876
Id1,0.278875798,1.213249107
Bcl2l1,-0.134594008,0.910926143
Tpx2,0.336959511,1.263091813
Plagl2,-0.249551877,0.841157651
2500004C02Rik,0.280425042,1.214552659
Asxl1,-0.252869785,0.839225381
8430427H17Rik,-0.279739857,0.823739539
Snta1,0.21204035,1.158325202
Cbfa2t2,-0.185565218,0.879304515
Pxmp4,0.299246818,1.230501842
Zfp341,-0.365046412,0.776443896
Chmp4b,0.163151145,1.119730192
Raly,0.135996595,1.098851624
Dynlrb1,0.247834355,1.187423322
Trp53inp2,-0.415391803,0.749815834
Ncoa6,-0.238517269,0.847616003
Gss,0.155596018,1.113881699
BC029722,0.179870576,1.132782259
Eif6,0.206024662,1.153505323
Uqcc1,0.12839824,1.09307943
Ergic3,0.148083717,1.108096647
Rbm12,-0.16319482,0.893045248
Epb4.1l1,-0.221890137,0.85744133
Aar2,-0.141380161,0.906651388
Dlgap4,-0.67739594,0.625292908
Myl9,0.309674919,1.239428389
5430405H02Rik,0.271597892,1.207144089
4930518I15Rik,0.332844913,1.259494579
Soga1,-0.350766301,0.784167469
Nnat,0.763847709,1.698013241
Tti1,0.123753913,1.089566244
Rprd1b,-0.116313435,0.922542042
Ralgapb,-0.163445935,0.892889819
Slc32a1,-0.535306454,0.69001209
Ppp1r16b,-1.260398865,0.417428536
Top1,-0.227651864,0.854023773
Gdap1l1,0.18412222,1.136125509
Rims4,-0.378744721,0.769106494
Ywhab,-0.411384612,0.751901397
Sdc4,0.251453549,1.190405873
Gm20458,-0.20976159,0.864680111
Acot8,0.187096164,1.138469912
Ctsa,0.237916827,1.179288603
Slc12a5,-0.583341956,0.667415938
Cdh22,-0.218803301,0.859277902
Eya2,0.355306655,1.279257468
Prex1,-0.439839959,0.737216385
Trp53rk,0.322051764,1.250107155
Arfgef2,-0.163763687,0.892693182
Cse1l,-0.141946182,0.906295746
Ddx27,0.198611215,1.147593113
Znfx1,-0.23210524,0.851391599
Ptgis,0.655705929,1.575386621
B4galt5,-0.197692409,0.871944123
Rnf114,0.144072518,1.105020028
Adnp,-0.482710809,0.715631696
Dpm1,-0.32639128,0.797528909
Bcas1,0.254885137,1.193240737
Rae1,0.172766954,1.127218312
Rab22a,-0.102013998,0.931731389
Gm14337,0.337161988,1.263269096
Ctsz,0.307126105,1.23724062
Edn3,0.384937346,1.305803077
NA,-0.276965886,0.825324924
Etohi1,-0.269836187,0.829413717
Zfp931,-0.258292645,0.836076788
Phactr3,0.171623617,1.126325345
Fam217b,-0.210036248,0.86451551
Cdh4,-0.366442382,0.775692962
Hrh3,-0.422363102,0.746201361
Osbpl2,0.152068511,1.111161494
B230312C02Rik,0.660048127,1.580135335
Mrgbp,0.155772805,1.114018202
Ogfr,0.183325663,1.135498392
Ythdf1,-0.162753552,0.89331844
Kcnq2,-0.30408898,0.809953517
Rtel1,-0.421363026,0.746718808
Zbtb46,-0.468935311,0.722497594
Tcea2,0.1942399,1.144121208
Oprl1,0.406529963,1.325493838
Polr3k,-0.442349941,0.735934901
mt-Nd1,0.314703315,1.243755854
mt-Nd2,0.634401739,1.552293906
mt-Tw,0.337418944,1.263494114
mt-Nd5,0.342009187,1.267520593
Stmn2,-0.194815189,0.873684809
Pag1,-0.251874,0.839804835
Zfand1,0.195563465,1.145171336
Gm17119,-0.499939501,0.707136434
Car3,1.58331275,2.9965714
Ythdf3,-0.28436029,0.821105617
Armc1,-0.173630744,0.886608596
Hps3,-0.146318674,0.903553121
Gyg,-0.243503511,0.84469153
Tbl1xr1,-0.191907793,0.87544728
Tnik,-0.153556213,0.899031635
Mecom,0.315407455,1.244363044
Phc3,-0.289403319,0.818240403
Slc7a14,-0.246554136,0.842907289
Zmat3,-0.785541356,0.580134227
Mfn1,-0.21649617,0.860653143
Ccdc39,0.186692268,1.138151231
Dcun1d1,-0.219971374,0.858582472
Mccc1,-0.257780463,0.836373663
Anxa5,0.143095195,1.104271709
Trpc3,-1.26595521,0.415823959
4932438A13Rik,-0.261809617,0.834041099
Hspa4l,-0.14918153,0.901761905
Mfsd8,-0.237840578,0.848013667
Sclt1,-0.199149191,0.871064109
Ccrn4l,-0.367406309,0.775174862
Elf2,-0.187478557,0.878139132
Naa15,-0.552776396,0.681706953
Setd7,-0.200523123,0.870234958
NA,0.242514253,1.183052627
Maml3,-0.373719245,0.771790267
Foxo1,-0.275238365,0.826313782
Lhfp,0.256185174,1.194316471
Nhlrc3,0.155406684,1.113735527
Proser1,-0.404509932,0.755492882
Frem2,-0.345417649,0.78708009
Trpc4,0.483834445,1.398455596
Postn,0.565976381,1.480389062
Smad9,-0.264036208,0.83275487
Dclk1,-0.238252684,0.847771467
Nbea,-0.409494847,0.752886947
Mab21l1,0.315141559,1.244133723
Tsc22d2,-0.418564856,0.748168507
Siah2,-0.277000457,0.825305147
Med12l,-0.320808738,0.800620944
Igsf10,0.278574765,1.212995976
Mbnl1,-0.126587674,0.915995443
Plch1,-0.17800203,0.883926288
E130311K13Rik,0.465677887,1.380966083
Gmps,-0.144771293,0.904522758
Kcnab1,-0.758243561,0.591215681
Lekr1,-0.274517864,0.826726557
Shox2,2.755209208,6.751505345
Lxn,0.243555471,1.183906766
Trim59,-0.532992065,0.691119905
Ppm1l,-0.268447518,0.830212455
Sptssb,-0.510335743,0.702059036
Fnip2,-0.177089587,0.88448551
Ppid,0.146412238,1.106813571
Gria2,-0.15256691,0.899648342
Sfrp2,-0.763182938,0.589194987
Trim2,-0.116943076,0.922139502
Lrba,-0.199399889,0.870912758
Mab21l2,0.495407552,1.409718935
Kirrel,-0.275030732,0.826432713
Fcrls,0.882228017,1.843219669
Hdgf,0.185348615,1.137091709
Rrnad1,0.214136437,1.160009352
Apoa1bp,0.224051133,1.168008791
